angulo,timestamp,posicao_correlacao_maxima
0,2026-07-09T10:02:33.243,9
0,2026-07-09T10:02:34.120,0
0,2026-07-09T10:02:34.998,3
0,2026-07-09T10:02:36.255,9
0,2026-07-09T10:02:37.126,0
0,2026-07-09T10:02:38.023,3
0,2026-07-09T10:02:38.938,0
0,2026-07-09T10:02:40.234,3
0,2026-07-09T10:02:41.106,3
0,2026-07-09T10:02:42.003,0
